Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;Categoria
"Adventure Works 13"" Color TV E25 Silver";13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer;Adventure Works;Adventure Works;Econômico;61,17;119,99;119;Televisão
"Adventure Works 13"" Color TV E25 Black";13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer;Adventure Works;Adventure Works;Econômico;61,17;119,99;120;Televisão
"Adventure Works 13"" Color TV E25 White";13'' Color TV, ATSC/QAM Tuner, 120 minute sleep timer;Adventure Works;Adventure Works;Econômico;61,17;119,99;121;Televisão
Fabrikam Laptop13.3W M3080 Red;13.3-inches widescreen TFT LCD display, 160 GB hard drive;Fabrikam, Inc.;Fabrikam;Regular;198,32;389;361;Laptop
Proseware Office Jet All-in-One Printer M500 Black;13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord;Proseware, Inc.;Proseware;Regular;74,96;163;666;Impressora, Scanner & Fax
Proseware Office Jet All-in-One Printer M500 Grey;13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord;Proseware, Inc.;Proseware;Regular;74,96;163;695;Impressora, Scanner & Fax
Proseware Office Jet All-in-One Printer M500 White;13.6 x 22.1 x 20.7 inches, CD with software, set-up poster, power cord;Proseware, Inc.;Proseware;Regular;74,96;163;724;Impressora, Scanner & Fax
Proseware Mobile Receipt and Document Scanner M200 Black;13.7 x 8.8 x 7.6 inches,  mobile receipt and document scanner;Proseware, Inc.;Proseware;Regular;53,34;116;651;Impressora, Scanner & Fax
Proseware Mobile Receipt and Document Scanner M200 Grey;13.7 x 8.8 x 7.6 inches, mobile receipt and document scanner;Proseware, Inc.;Proseware;Regular;53,34;116;680;Impressora, Scanner & Fax
Proseware Mobile Receipt and Document Scanner M200 White;13.7 x 8.8 x 7.6 inches, mobile receipt and document scanner;Proseware, Inc.;Proseware;Regular;53,34;116;709;Impressora, Scanner & Fax
Litware Home Theater System 7.1 Channel M710 Black;130 watts total output on 2-way bass reflex front, center, and surround speakers;Litware, Inc.;Litware;Regular;264,72;799;203;Home Theater
Litware Home Theater System 7.1 Channel M710 Silver;130 watts total output on 2-way bass reflex front, center, and surround speakers;Litware, Inc.;Litware;Regular;264,72;799;219;Home Theater
Litware Home Theater System 7.1 Channel M710 Brown;130 watts total output on 2-way bass reflex front, center, and surround speakers;Litware, Inc.;Litware;Regular;264,72;799;235;Home Theater
Proseware Fax phone E100 Grey;14.2 x 6.7 x 14.5 inches, perfect for home or office use;Proseware, Inc.;Proseware;Econômico;44,36;87;676;Impressora, Scanner & Fax
Proseware Fax Phone E100 White;14.2 x 6.7 x 14.5 inches, perfect for home or office use;Proseware, Inc.;Proseware;Econômico;44,36;87;705;Impressora, Scanner & Fax
Proseware Fax phone E100 Black;14.2 x 6.7 x 14.5 inches, perfect for home or office use.;Proseware, Inc.;Proseware;Econômico;44,36;87;647;Impressora, Scanner & Fax
Proseware All-In-One Photo Printer M200 Black;14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office;Proseware, Inc.;Proseware;Regular;62,54;136;653;Impressora, Scanner & Fax
Proseware All-In-One Photo Printer M200 Grey;14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office;Proseware, Inc.;Proseware;Regular;62,54;136;682;Impressora, Scanner & Fax
Proseware All-In-One Photo Printer M200 White;14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office;Proseware, Inc.;Proseware;Regular;62,54;136;711;Impressora, Scanner & Fax
Proseware Fax Machine E100 Black;"14.8 x 15.4 x 7.1 inches, 1 Wide 3.3"" color LCD";Proseware, Inc.;Proseware;Econômico;40,28;79;648;Impressora, Scanner & Fax
Proseware Fax Machine E100 Grey;"14.8 x 15.4 x 7.1 inches, 1 Wide 3.3"" color LCD";Proseware, Inc.;Proseware;Econômico;40,28;79;677;Impressora, Scanner & Fax
Proseware Fax Machine E100 White;"14.8 x 15.4 x 7.1 inches, 1 Wide 3.3"" color LCD";Proseware, Inc.;Proseware;Econômico;40,28;79;706;Impressora, Scanner & Fax
Proseware Photo Inkjet Printer E290 Green;15 pounds, photo Inkjet Printer;Proseware, Inc.;Proseware;Econômico;52;102;742;Impressora, Scanner & Fax
Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green;15.2 x 15.7 x 8.7 inches, 18.4 pounds, Desk jet All-in-One Printer, Scanner, Copier;Proseware, Inc.;Proseware;Regular;72,66;158;733;Impressora, Scanner & Fax
Proseware Laptop15.4W M518 White;15.4-inch Widescreen TFT LCD display, 1280x800 resolutions;Proseware, Inc.;Proseware;Regular;348,58;758;414;Laptop
Fabrikam Laptop15.4 M5400 White;15.4-inches screen TFT LCD display, 120 GB hard drive;Fabrikam, Inc.;Fabrikam;Regular;303,05;659;346;Laptop
Adventure Works Laptop15.4W M1548 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;366;Laptop
Adventure Works Laptop15.4W M1548 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;372;Laptop
Adventure Works Laptop15.4W M1548 Silver;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;378;Laptop
Adventure Works Laptop15.4W M1548 Red;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;758;384;Laptop
Fabrikam Laptop15.4W M5480 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Fabrikam, Inc.;Fabrikam;Regular;348,58;758;348;Laptop
Proseware Laptop15.4W M518 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Proseware, Inc.;Proseware;Regular;348,58;758;408;Laptop
WWI Laptop15.4W M0156 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Wide World Importers;Wide World Importers;Regular;348,58;758;394;Laptop
WWI Laptop15.4W M0156 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Wide World Importers;Wide World Importers;Regular;348,58;758;400;Laptop
"Adventure Works 15.6"" LCD TV M130W Silver";15.6'' Widescreen LCD TV, built-in DVD Player;Adventure Works;Adventure Works;Regular;152,94;299,99;141;Televisão
"Adventure Works 15.6"" LCD TV M130W Black";15.6'' Widescreen LCD TV, built-in DVD Player;Adventure Works;Adventure Works;Regular;152,94;299,99;142;Televisão
"Adventure Works 15.6"" LCD TV M130W White";15.6'' Widescreen LCD TV, built-in DVD Player;Adventure Works;Adventure Works;Regular;152,94;299,99;143;Televisão
"Adventure Works 15.6"" LCD TV M130W Brown";15.6'' Widescreen LCD TV, built-in DVD Player;Adventure Works;Adventure Works;Regular;152,94;299,99;144;Televisão
Adventure Works Laptop15 M1501 White;15-inch screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;369;Laptop
Adventure Works Laptop15 M1500 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;363;Laptop
Adventure Works Laptop15 M1501 Silver;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;375;Laptop
Adventure Works Laptop15 M1501 Red;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;381;Laptop
Adventure Works Laptop15 M1501 Blue;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;699;387;Laptop
Fabrikam Laptop15 M5000 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Fabrikam, Inc.;Fabrikam;Regular;321,44;699;345;Laptop
Proseware Laptop15 M510 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Proseware, Inc.;Proseware;Regular;321,44;699;405;Laptop
Proseware Laptop15 M510 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Proseware, Inc.;Proseware;Regular;321,44;699;411;Laptop
WWI Laptop15 M0150 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;699;391;Laptop
WWI Laptop15 M0150 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;699;397;Laptop
WWI Laptop15 M0150 Blue;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;699;403;Laptop
Proseware All-In-One Photo Printer M200 Green;16 x 19 x 13 inches, 14 pounds, All-In-One Photo Printer;Proseware, Inc.;Proseware;Regular;62,54;136;730;Impressora, Scanner & Fax
Proseware Laser Jet Color Printer X300 Black;16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet;Proseware, Inc.;Proseware;Regular;69,25;209;645;Impressora, Scanner & Fax
Proseware Laser Jet Color Printer X300 Grey;16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet;Proseware, Inc.;Proseware;Regular;69,25;209;674;Impressora, Scanner & Fax
Proseware Laser Jet Color Printer X300 White;16.1 x 18.1 x 9.3 inches, 23.5 pounds, LaserJet;Proseware, Inc.;Proseware;Regular;69,25;209;703;Impressora, Scanner & Fax
WWI Screen 113in M1610 Black;16:9 Aspect Ratio - 113in.Dual wall and ceiling - perfect for home / business.;Wide World Importers;Wide World Importers;Regular;99,06;299;618;Projetor
WWI Screen 125in M1611 Black;16:9 Aspect Ratio - 125in. 160 degree wide viewing angle.;Wide World Importers;Wide World Importers;Regular;152,08;459;617;Projetor
Contoso Screen 100in E010 White;16:9 aspect ratio-100in, designed for wall or ceiling installation;Contoso, Ltd;Contoso;Econômico;62,95;190;596;Projetor
Contoso Screen 100in E010 Silver;16:9 aspect ratio-100in, designed for wall or ceiling installation;Contoso, Ltd;Contoso;Econômico;62,95;190;608;Projetor
Proseware Screen 100in M1609 White;16:9 aspect ratio-100in, designed for wall or ceiling installation;Proseware, Inc.;Proseware;Econômico;87,37;190;560;Projetor
WWI Screen 100in M1609 Black;16:9 aspect ratio-100in, designed for wall or ceiling installation;Wide World Importers;Wide World Importers;Econômico;87,37;190;620;Projetor
Contoso Screen 106in M060 Silver;16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations;Contoso, Ltd;Contoso;Regular;83,16;251;607;Projetor
WWI Screen 106in M1609 Black;16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;251;619;Projetor
WWI Screen 106in M1609 Silver;16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;251;641;Projetor
WWI Screen 113in M1610 Silver;16:9 aspect ratio-113in, dual wall and ceiling - perfect for home / business;Wide World Importers;Wide World Importers;Regular;99,06;299;640;Projetor
Contoso Screen 113in M251 Silver;16:9 aspect ratio-113in, dual wall and ceiling-perfect for home / business;Contoso, Ltd;Contoso;Regular;137,5;299;606;Projetor
Contoso Screen 125in M250 Silver;16:9 aspect ratio-125in, 160 degree wide viewing angle;Contoso, Ltd;Contoso;Regular;152,08;459;605;Projetor
WWI Screen 125in M1611 White;16:9 aspect ratio-125in, 160 degree wide viewing angle;Wide World Importers;Wide World Importers;Regular;152,08;459;628;Projetor
WWI Screen 125in M1611 Silver;16:9 aspect ratio-125in, 160 degree wide viewing angle;Wide World Importers;Wide World Importers;Regular;152,08;459;639;Projetor
Contoso Screen 100in E010 Black;16:9 aspect ratios - 100in, designed for wall or ceiling installation;Contoso, Ltd;Contoso;Econômico;62,95;190;584;Projetor
Contoso Screen 106in M060 White;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Contoso, Ltd;Contoso;Regular;83,16;251;595;Projetor
Proseware Screen 106in M1609 Black;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Proseware, Inc.;Proseware;Regular;115,43;251;547;Projetor
WWI Screen 106in M1609 White;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;251;630;Projetor
Contoso Screen 113in M251 White;16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business;Contoso, Ltd;Contoso;Regular;137,5;299;594;Projetor
WWI Screen 113in M1610 White;16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business;Wide World Importers;Wide World Importers;Regular;99,06;299;629;Projetor
Proseware Screen 113in X1609 Black;16:9 aspect ratios - 113in, dual wall and ceiling-perfect for home / business;Proseware, Inc.;Proseware;Regular;99,06;299;546;Projetor
Contoso Screen 125in M250 Black;16:9 aspect ratios - 125in, 160 degree wide viewing angle;Contoso, Ltd;Contoso;Regular;152,08;459;581;Projetor
Proseware Screen 125in X1609 Black;16:9 aspect ratios - 125in, 160 degree wide viewing angle;Proseware, Inc.;Proseware;Regular;152,08;459;545;Projetor
Proseware Screen 100in M1609 Black;16:9 aspect ratios-100in, designed for wall or ceiling installation;Proseware, Inc.;Proseware;Econômico;87,37;190;548;Projetor
Proseware Screen 100in M1609 Silver;16:9 aspect ratios-100in, designed for wall or ceiling installation;Proseware, Inc.;Proseware;Econômico;87,37;190;572;Projetor
WWI Screen 100in M1609 White;16:9 aspect ratios-100in, designed for wall or ceiling installation;Wide World Importers;Wide World Importers;Econômico;87,37;190;631;Projetor
Contoso Screen 106in M060 Black;16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations;Contoso, Ltd;Contoso;Regular;83,16;251;583;Projetor
Proseware Screen 106in M1609 White;16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations;Proseware, Inc.;Proseware;Regular;115,43;251;559;Projetor
Proseware Screen 106in M1609 Silver;16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations;Proseware, Inc.;Proseware;Regular;115,43;251;571;Projetor
Proseware Screen 113in X1609 White;16:9 aspect ratios-113in, dual wall and ceiling - perfect for home / business;Proseware, Inc.;Proseware;Regular;99,06;299;558;Projetor
Proseware Screen 113in X1609 Silver;16:9 aspect ratios-113in, dual wall and ceiling- perfect for home / business;Proseware, Inc.;Proseware;Regular;99,06;299;570;Projetor
Contoso Screen 113in M251 Black;16:9 aspect ratios-113in, dual wall and ceiling-perfect for home / business;Contoso, Ltd;Contoso;Regular;137,5;299;582;Projetor
Contoso Screen 125in M250 White;16:9 aspect ratios-125in, 160 degree wide viewing angle;Contoso, Ltd;Contoso;Regular;152,08;459;593;Projetor
Proseware Screen 125in X1609 White;16:9 aspect ratios-125in, 160 degree wide viewing angle;Proseware, Inc.;Proseware;Regular;152,08;459;557;Projetor
Proseware Screen 125in X1609 Silver;16:9 aspect ratios-125in, 160 degree wide viewing angle;Proseware, Inc.;Proseware;Regular;152,08;459;569;Projetor
Contoso 3 Handset Cordless Phone System  E30 Black;16-minute all-digital answering system, wireless network friendly;Contoso, Ltd;Contoso;Econômico;8,66;16,99;1318;Telefone para Casa & Escritório
Contoso 3 Handset Cordless Phone System E30 White;16-minute all-digital answering system, wireless network friendly;Contoso, Ltd;Contoso;Econômico;8,66;16,99;1351;Telefone para Casa & Escritório
Contoso 3 Handset Cordless Phone System E30 Grey;16-minute all-digital answering system, wireless network friendly;Contoso, Ltd;Contoso;Econômico;8,66;16,99;1384;Telefone para Casa & Escritório
WWI LCD17W E200 White;17 inch widescreen LCD monitor, 300cd/m2 (typical) brightness;Wide World Importers;Wide World Importers;Econômico;65,77;129;537;Monitor
Adventure Works LCD17W E203 Black;17 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Econômico;65,77;129;498;Monitor
Proseware LCD17W E202 Black;17 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Econômico;65,77;129;470;Monitor
Proseware LCD17W E202 White;17 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Econômico;65,77;129;484;Monitor
Adventure Works LCD17W E203 White;17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Econômico;65,77;129;512;Monitor
WWI LCD17W E200 Black;17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Wide World Importers;Wide World Importers;Econômico;65,77;129;526;Monitor
Proseware Color Ink Jet Fax, Copier, Phone M250 Grey;17 x 11.7 x 6.1 inches, 18 pounds, color Ink jet Fax, Copier, Phone;Proseware, Inc.;Proseware;Regular;73,12;159;689;Impressora, Scanner & Fax
Proseware Color Ink Jet Fax, Copier, Phone M250 Black;17 x 11.7 x 6.1 inches, 18 pounds, color Inkjet Fax, Copier, Phone;Proseware, Inc.;Proseware;Regular;73,12;159;660;Impressora, Scanner & Fax
Proseware Color Ink jet Fax, Copier, Phone M250 White;17 x 11.7 x 6.1 inches, 18 pounds, color Inkjet Fax, Copier, Phone;Proseware, Inc.;Proseware;Regular;73,12;159;718;Impressora, Scanner & Fax
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black;17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color ink jet printer that prints, copies, scans, and faxes. Prints at speeds of up to 23ppm;Proseware, Inc.;Proseware;Regular;90,13;196;670;Impressora, Scanner & Fax
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey;17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color inkjet printer that prints, copies, scans, and faxes, prints at speeds of up to 23ppm;Proseware, Inc.;Proseware;Regular;90,13;196;699;Impressora, Scanner & Fax
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White;17.1 x 8.5 x 15.8 inches, 15.4 pounds, high-performance all-in-one color inkjet printer that prints, copies, scans, and faxes, prints at speeds of up to 23ppm;Proseware, Inc.;Proseware;Regular;90,13;196;728;Impressora, Scanner & Fax
Proseware Ink Jet All in one M300 Black;17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  Large 80-sheet input tray;Proseware, Inc.;Proseware;Regular;77,72;169;643;Impressora, Scanner & Fax
Proseware Ink Jet All in one M300 Grey;17.2 x 5.5 x 8.1 inches, 8.2 pounds, Ink Jet  all in one,  Large 80-sheet input tray;Proseware, Inc.;Proseware;Regular;77,72;169;672;Impressora, Scanner & Fax
